P_id,Parla_Accession_No,Parla_Language_Name,Culture,P_cid,Culture_2,P_cid_2,Parla_V1,Parla_V2,Parla_V3,Parla_V4,Parla_V5,Parla_V6,Parla_V7,Parla_V8,Parla_V9A,Parla_V9B,Parla_V9C,Parla_V10,Parla_V11,Parla_V12A,Parla_V12B,Parla_V13,Parla_V14,Parla_V15,Parla_V16,Parla_V17,Parla_V18,Parla_V19,Parla_V20,Parla_V21,Parla_V22,Parla_V23,Parla_V24,Parla_V25,Parla_V26,Parla_V27,Parla_V28,Parla_V29,Parla_V30,Parla_V31,Parla_V32,Parla_V33,Parla_V34,Parla_V35,Parla_V36,Parla_V37,Parla_V38,Parla_V39,Parla_V40,Parla_V41,Parla_V42,Parla_V43,Parla_V44,Parla_V45,Parla_V46,Parla_V47,Parla_V48,Parla_V49,Parla_Real1,Parla_Real2,Parla_Real3,Parla_Real4,Parla_Real5,Parla_Real6,Parla_Real7,Parla_Real8,Parla_Coder,Parla_Active
161,59458,Hamar,Hamar,16479,,,16,36,4,16,8,0,0,4,2,2,2,0,2,32,16,16,2,16,2,4,8,8,16,16,0,2,2,8,8,8,2,2,0,16,0,16,16,4,8,0,32,64,8,8,4,4,2,2,2,2,4,2,32959,32959,64,63,49215,32831,15426,45121,,1
74,54338,Bunlap (Sa?),Bunlap,12816,,,32,48,4,24,2,0,0,16,2,2,4,0,8,16,0,16,2,4,2,2,8,8,8,8,2,2,4,4,8,16,8,2,2,16,16,8,2,8,8,4,32,32,4,8,2,4,2,2,2,2,2,4,32959,32959,32832,49215,63,64,61505,32959,,1
58,5699,Mandarin,C Chinese Village,62309,,,0,6,0,12,2,4,8,16,2,2,2,0,4,16,4,32,2,8,8,2,4,4,8,8,16,2,0,0,0,0,0,2,4,16,8,8,16,32,8,2,32,64,4,4,4,4,2,2,2,4,4,2,49217,32832,32832,49215,63,32831,45121,38977,,1
19,8390468,Makiritare,So’to,29030,,,2,0,0,0,0,0,0,0,4,2,2,2,0,0,0,0,0,0,0,0,0,8,0,8,2,2,2,0,0,24,0,2,4,16,48,16,2,12,2,4,32,-128,2,10,2,2,2,2,2,2,4,4,32959,32959,32959,64,49215,32831,32959,32959,,1
89,64067,Gal,Gal,62535,,,2,0,0,0,0,0,0,4,2,2,2,2,0,0,0,0,0,0,0,0,0,8,0,32,4,2,10,12,0,8,0,4,2,24,16,24,2,16,4,4,32,8,6,24,2,4,2,2,4,2,2,4,32959,32959,64,32831,63,49215,32959,32959,,1
171,57408,Djerma,Zarma,14620,,,4,2,2,8,2,0,0,32,16,4,2,2,2,2,0,2,2,4,4,2,4,8,2,4,4,4,2,8,16,2,2,4,2,16,16,0,8,8,4,4,32,256,16,16,4,4,2,2,4,2,4,4,32959,32959,41024,32832,64,32831,32831,16448,,1
159,47682,Hamar,Hamar,16479,,,8,10,6,18,2,0,0,4,2,2,4,2,2,4,32,24,2,32,12,6,8,8,32,32,2,2,2,10,8,4,2,6,2,8,12,4,6,24,4,4,32,32,2,48,4,8,2,2,2,2,6,4,32959,32959,8256,32831,63,64,11330,66,,1
17,27714,Wayana,Wayana,23288,,,32,8,2,24,2,0,0,4,2,2,0,2,2,32,0,48,2,32,4,2,8,10,16,6,2,2,2,6,32,2,10,2,4,48,48,24,8,24,32,2,32,8,12,12,6,2,2,2,2,4,2,2,32959,32959,64,63,32831,32959,17474,32959,,1
156,8257,Somali,Somalis,25818,,,8,2,4,8,2,32,32,128,16,4,0,2,16,2,0,32,4,4,2,2,2,2,2,4,2,2,6,4,2,12,32,4,6,48,16,0,2,12,2,8,32,64,4,16,10,10,2,6,6,2,2,4,28738,16448,65,32832,64,32959,57408,32959,,1
66,37442,Casiguran,Casiguran,13256,,,32,2,2,24,2,2,128,8,2,4,8,2,4,4,0,48,2,6,2,2,2,2,16,48,4,2,2,2,2,16,8,2,6,12,12,48,2,48,6,6,32,32,6,56,10,4,4,2,2,2,2,4,8257,0,16448,32831,0,16448,20545,32959,,1
12,4196164,Kayapo,Mebêngôkre,22045,,,2,0,0,0,0,0,0,8,4,2,8,4,0,0,0,0,0,0,0,0,0,8,0,24,16,0,10,8,0,12,0,2,2,24,16,12,16,12,32,0,32,8,2,12,0,12,6,2,2,4,2,6,32959,32959,16448,64,32831,16448,32959,32959,,1
146,4163,Greek,Greek Cypriots,62465,,,16,20,8,8,8,0,0,0,2,4,0,4,8,16,0,8,2,8,4,2,4,4,8,16,16,4,4,8,8,4,4,2,2,16,8,8,16,4,16,8,32,264,4,4,8,4,2,2,4,4,2,2,32959,32959,32959,63,64,32959,45121,32959,,1
112,43586,Malayalam,Kerala,18371,,,48,20,8,24,2,0,0,16,4,2,0,4,12,32,0,32,6,8,20,2,4,2,4,4,2,2,2,6,12,16,48,2,2,2,4,32,16,8,4,8,32,32,2,10,4,2,2,2,4,2,2,4,32959,32959,36928,64,32831,32959,5186,32959,,1
119,6210,German,Austria,27831,Rhine-Westphalia,15841,16,4,4,12,8,32,2,64,32,16,8,4,16,32,0,16,8,48,32,2,4,4,2,2,16,2,12,16,48,20,16,2,4,12,2,4,8,4,6,4,32,64,32,4,8,12,4,0,0,0,0,0,43586,53313,49216,41024,32832,16448,3138,15426,,1
164,62530,Lotuko,Lotuko,20054,,,16,20,2,8,2,16,2,8,2,2,0,4,4,8,0,0,2,16,2,2,8,8,4,16,2,2,2,2,8,8,8,4,2,8,8,8,2,8,4,4,32,64,2,16,8,2,2,2,2,2,2,2,11330,51265,16448,32831,63,32959,36929,36929,,1
13,38466,Mamainde,Nambiquara,22144,,,32,12,12,28,2,2,2,8,4,2,0,4,6,32,0,20,2,16,12,2,2,4,6,4,2,2,2,6,24,24,24,0,0,4,4,4,16,0,32,4,32,40,6,24,4,4,2,2,2,2,2,4,34881,41024,16448,64,32831,32959,5186,32959,,1
40,35394,Carrier,Dakelh,13234,,,0,2,2,24,2,8,8,4,2,4,0,4,6,8,4,16,2,8,6,2,4,4,8,48,4,4,12,12,8,6,4,2,4,32,0,48,6,8,4,8,32,10,2,24,8,6,2,2,2,4,4,2,61505,32832,8256,32831,64,32959,34881,24641,,1
88,36929,Molucca,Ambonese,10462,,,16,4,8,12,2,2,8,64,2,16,0,4,4,0,0,4,4,48,8,4,8,8,4,4,4,2,2,24,48,4,8,6,4,48,48,0,24,16,24,8,32,264,10,16,8,4,24,2,2,4,6,0,46146,28737,57408,63,16448,41024,32959,32959,,1
7,11331,Spanish,Jibaro/ Boriqua,23970,,,16,16,4,24,8,2,8,16,2,2,0,4,8,8,16,16,2,8,2,2,4,4,4,8,2,2,2,4,4,8,8,2,2,16,16,16,8,4,4,4,32,40,2,8,4,2,2,2,2,2,2,2,24641,64,36928,49215,32831,32959,38977,61505,,1
5,10819,Spanish,Jibaro/ Boriqua,23970,,,16,24,4,8,8,2,8,64,2,4,2,4,4,16,0,16,2,4,2,2,4,4,4,8,16,4,8,4,4,8,4,2,2,8,16,16,16,8,8,8,32,40,2,8,4,4,4,2,4,4,2,2,24641,64,49216,49215,64,32831,45121,32959,,1
21,3395,English,Andros,10605,,,16,24,8,12,8,2,8,32,4,2,2,4,4,4,8,20,4,4,4,4,8,4,2,4,20,4,4,16,16,4,4,4,2,4,8,2,32,16,32,4,32,4,24,8,16,8,8,2,4,4,2,2,28737,64,41024,64,32831,63,16449,41025,,1
9,63554,Navajo,Diné (Navaho),22243,,,16,22,4,24,2,16,8,16,2,2,2,4,8,4,0,16,2,8,2,2,8,8,16,16,4,2,2,2,4,2,8,2,4,16,16,16,4,16,4,4,32,4,2,8,2,2,2,2,2,2,4,2,13378,65,32832,49215,63,32831,28737,32959,,1
92,61506,Komodo,Komodo,62536,,,32,16,4,24,2,2,8,8,2,4,2,4,2,16,0,8,2,4,2,2,4,4,8,8,2,4,8,4,8,16,4,2,2,4,16,16,2,16,4,2,32,32,2,4,2,2,2,2,2,2,2,2,49216,32831,24640,49215,64,32831,45121,51265,,1
91,835,Savu,Savu,25048,,,32,16,4,16,2,2,8,16,2,4,2,4,2,8,0,16,2,4,2,2,4,8,16,8,2,2,4,2,4,32,4,2,2,16,16,32,2,16,2,0,32,64,2,32,2,2,2,2,2,2,2,2,16449,64,36928,49215,64,32831,32833,32959,,1
44,35906,Kuuvanmiutun,Yu'pik,10286,,,8,6,2,24,2,4,16,8,2,4,0,4,12,8,16,16,2,8,2,2,4,6,16,16,2,2,6,10,12,6,8,2,4,48,10,24,2,8,6,12,32,8,6,12,4,4,4,2,4,2,2,4,51265,64,16448,63,64,32959,41025,47169,,1
59,5955,English,Chinese Immigrant,62545,,,0,2,0,28,2,2,32,8,2,2,2,4,4,8,0,16,0,8,2,0,0,0,8,16,4,0,0,0,0,0,0,2,4,16,8,8,16,32,16,2,32,8,4,4,8,4,2,2,2,4,4,2,36929,32831,16448,63,49215,32831,36929,32959,,1
60,6211,Mandarin,C Chinese Village,62309,,,0,16,4,28,8,16,32,64,2,2,2,4,2,8,0,32,2,4,2,2,4,4,8,8,16,4,0,0,0,0,0,2,6,16,16,8,16,32,8,2,32,16,8,8,8,4,2,2,4,2,4,4,16450,16448,49216,49215,32831,63,38977,32959,,1
41,1091,Slave,Sahtu Dene,25730,,,8,34,2,16,4,32,64,16,2,2,4,4,4,4,2,16,2,8,4,2,4,4,16,16,2,2,2,4,4,8,4,2,4,32,32,32,8,4,8,8,32,8,8,8,8,2,2,2,2,2,4,2,10819,16448,32832,49215,32831,8256,20545,0,,1
